,DATE,CPIANN
581,1995-06-01,0.02821522309711275
582,1995-07-01,0.028833551769331625
583,1995-08-01,0.028122956180510025
584,1995-09-01,0.03004572175048984
585,1995-10-01,0.030618892508143248
586,1995-11-01,0.03253090435914119
587,1995-12-01,0.033788174139051254
588,1996-01-01,0.030381383322559907
589,1996-02-01,0.030322580645161218
590,1996-03-01,0.027652733118971134
591,1996-04-01,0.02434336963484953
592,1996-05-01,0.02237851662404092
593,1996-06-01,0.0223356732610083
594,1996-07-01,0.02165605095541405
595,1996-08-01,0.02290076335877877
596,1996-09-01,0.02219403931515536
597,1996-10-01,0.020859671302149253
598,1996-11-01,0.01890359168241966
599,1996-12-01,0.016970458830924056
600,1997-01-01,0.016311166875784155
601,1997-02-01,0.014402003757044531
602,1997-03-01,0.013767209011264008
603,1997-04-01,0.014383989993745985
604,1997-05-01,0.016885553470919253
605,1997-06-01,0.016229712858926486
606,1997-07-01,0.017456359102244284
607,1997-08-01,0.016169154228855686
608,1997-09-01,0.01426799007444176
609,1997-10-01,0.01486068111455112
610,1997-11-01,0.014842300556586308
611,1997-12-01,0.016069221260815787
612,1998-01-01,0.016666666666666597
613,1998-02-01,0.016666666666666597
614,1998-03-01,0.017283950617284022
615,1998-04-01,0.022811344019728837
616,1998-05-01,0.020910209102091057
617,1998-06-01,0.019656019656019586
618,1998-07-01,0.02144607843137255
619,1998-08-01,0.022643818849449136
620,1998-09-01,0.026299694189602516
621,1998-10-01,0.025625381330079248
622,1998-11-01,0.026203534430225543
623,1998-12-01,0.026763990267639936
624,1999-01-01,0.02792956891317561
625,1999-02-01,0.03217972070431094
626,1999-03-01,0.0376213592233009
627,1999-04-01,0.03013863773357444
628,1999-05-01,0.03132530120481921
629,1999-06-01,0.03734939759036138
630,1999-07-01,0.03599280143971206
631,1999-08-01,0.033512866546977826
632,1999-09-01,0.034564958283670934
633,1999-10-01,0.034503271861986984
634,1999-11-01,0.034441805225653106
635,1999-12-01,0.03436018957345961
636,2000-01-01,0.03721204961606605
637,2000-02-01,0.03529411764705882
638,2000-03-01,0.02982456140350874
639,2000-04-01,0.03218256290228204
640,2000-05-01,0.03563084112149546
641,2000-06-01,0.03193960511033682
642,2000-07-01,0.027214823393167442
643,2000-08-01,0.027214823393167442
644,2000-09-01,0.025921658986175117
645,2000-10-01,0.021276595744680785
646,2000-11-01,0.018943742824339905
647,2000-12-01,0.01603665521191301
648,2001-01-01,0.01195899772209564
649,2001-02-01,0.011363636363636364
650,2001-03-01,0.013628620102214684
651,2001-04-01,0.016439909297052187
652,2001-05-01,0.01240834743372808
653,2001-06-01,0.010692177827799696
654,2001-07-01,0.014656144306651603
655,2001-08-01,0.0174746335963923
656,2001-09-01,0.015160022459292629
657,2001-10-01,0.02027027027027024
658,2001-11-01,0.022535211267605635
659,2001-12-01,0.02480270574971818
660,2002-01-01,0.0275745638716939
661,2002-02-01,0.03146067415730334
662,2002-03-01,0.030252100840336166
663,2002-04-01,0.021751254880089107
664,2002-05-01,0.018941504178273012
665,2002-06-01,0.019487750556792874
666,2002-07-01,0.020555555555555494
667,2002-08-01,0.0221606648199446
668,2002-09-01,0.02378318584070787
669,2002-10-01,0.020419426048565215
670,2002-11-01,0.01928374655647383
671,2002-12-01,0.02035203520352029
672,2003-01-01,0.020262869660460116
673,2003-02-01,0.016884531590413913
674,2003-03-01,0.01740076128330608
675,2003-04-01,0.022925764192139833
676,2003-05-01,0.02897758337889548
677,2003-06-01,0.03167667941015845
678,2003-07-01,0.029395753946652184
679,2003-08-01,0.025474254742547362
680,2003-09-01,0.025391680172879617
681,2003-10-01,0.03190914007571663
682,2003-11-01,0.03621621621621615
683,2003-12-01,0.033423180592991854
684,2004-01-01,0.028448738593666038
685,2004-02-01,0.030530262453133464
686,2004-03-01,0.03206841261357563
687,2004-04-01,0.03361792956243321
688,2004-05-01,0.028692879914984093
689,2004-06-01,0.02541026998411849
690,2004-07-01,0.03067160232681127
691,2004-08-01,0.036469344608879524
692,2004-09-01,0.04741833508956796
693,2004-10-01,0.043501048218029255
694,2004-11-01,0.0333854981742306
695,2004-12-01,0.0333854981742306
696,2005-01-01,0.04018789144050113
697,2005-02-01,0.036382536382536385
698,2005-03-01,0.034179181771103025
699,2005-04-01,0.036138358286009295
700,2005-05-01,0.03977272727272736
701,2005-06-01,0.04181724315952516
702,2005-07-01,0.04104669061056952
703,2005-08-01,0.039265680775114824
704,2005-09-01,0.02012072434607646
705,2005-10-01,0.014063284781516883
706,2005-11-01,0.01968702675416459
707,2005-12-01,0.02523977788995457
708,2006-01-01,0.020757651781234322
709,2006-02-01,0.024202607823470376
710,2006-03-01,0.027981972959439272
711,2006-04-01,0.025929247633283546
712,2006-05-01,0.0270988574267262
713,2006-06-01,0.026927651139742305
714,2006-07-01,0.023178905864958122
715,2006-08-01,0.01897448478900878
716,2006-09-01,0.028338264299802688
717,2006-10-01,0.03610698365527485
718,2006-11-01,0.04373267326732675
719,2006-12-01,0.04108813392417528
720,2007-01-01,0.0429469565516597
721,2007-02-01,0.041429592706119754
722,2007-03-01,0.03974903550134443
723,2007-04-01,0.03903760975988816
724,2007-05-01,0.04088413823123989
725,2007-06-01,0.04935966105947858
726,2007-07-01,0.05497512078341826
727,2007-08-01,0.05308017162091231
728,2007-09-01,0.04953319875136067
729,2007-10-01,0.037310578899565024
730,2007-11-01,0.010999174706166882
731,2007-12-01,-0.00022228002553854217
732,2008-01-01,-0.0011358601902212988
733,2008-02-01,8.463140671503516e-05
734,2008-03-01,-0.004464787676623829
735,2008-04-01,-0.005763244243767021
736,2008-05-01,-0.01015761495855176
737,2008-06-01,-0.01229174618210915
738,2008-07-01,-0.019587610037622785
739,2008-08-01,-0.01483835566326766
740,2008-09-01,-0.013779428628864701
741,2008-10-01,-0.0022396829420033566
742,2008-11-01,0.019145871744709282
743,2008-12-01,0.028141231232083615
744,2009-01-01,0.02621111388976708
745,2009-02-01,0.021513363578665255
746,2009-03-01,0.022861714393279862
747,2009-04-01,0.02206770752530447
748,2009-05-01,0.020035489292185786
749,2009-06-01,0.011215605940686347
750,2009-07-01,0.013407784804820985
751,2009-08-01,0.011501775395112481
752,2009-09-01,0.011183122472331806
753,2009-10-01,0.01166695148931458
754,2009-11-01,0.010845447766003454
755,2009-12-01,0.014377930222179279
756,2010-01-01,0.01700783491502985
757,2010-02-01,0.021248981733331448
758,2010-03-01,0.02619241510354117
759,2010-04-01,0.030772344447868697
760,2010-05-01,0.03458971880896507
761,2010-06-01,0.03502318150636052
762,2010-07-01,0.03579880976999619
763,2010-08-01,0.03754996030708091
764,2010-09-01,0.038126216928186935
765,2010-10-01,0.03522268130664051
